ActivityID	Title	ProjectID	Zip	StartDate	EndDate	ActivityCount	TotalProjFund	ApproxFunding
20080	Watertown Senior Center Community-Based Workshop	9788	53094	2019-09-26	2019-09-26	37	49510.0	1338.1081081081081
20082	Bekkum Memorial Library Community-Based Workshop	9788	54667	2019-09-24	2019-09-24	37	49510.0	1338.1081081081081
20084	Health Online: Finding Information You Can Trust Community-Based Workshop	9788	54623	2019-09-19	2019-09-19	37	49510.0	1338.1081081081081
20086	Health Online: Finding Information You Can Trust Community-Based Workshop	9788	54459	2019-10-08	2019-10-08	37	49510.0	1338.1081081081081
20088	Literacy Services HSED Community-Based Workshop	9788	53203	2019-10-14	2019-10-14	37	49510.0	1338.1081081081081
20090	Literacy Services ELL Community-Based Workshop	9788	53203	2019-10-14	2019-10-14	37	49510.0	1338.1081081081081
20092	International Institute of WI Community-Based Workshop	9788	53203	2019-10-16	2019-10-16	37	49510.0	1338.1081081081081
20094	Baldwin Library Community-Based Workshop	9788	54002	2019-10-22	2019-10-22	37	49510.0	1338.1081081081081
20096	Hartland Public Library Community-Based Workshop	9788	53029	2019-10-24	2019-10-24	37	49510.0	1338.1081081081081
20098	Milwaukee County Federated Library System Train-the-Trainer Session	9788	53233	2019-04-29	2019-04-29	37	49510.0	1338.1081081081081
20100	IFLS Library System Train-the-Trainer Session	9788	54739	2019-08-28	2019-08-28	37	49510.0	1338.1081081081081
20102	Train-the-Trainer Session Racine Public Library	9788	53403	2019-09-23	2019-09-23	37	49510.0	1338.1081081081081
20104	Southwest Wisconsin Library System Train-the-trainer	9788	53809	2019-03-29	2019-03-29	37	49510.0	1338.1081081081081
10843	Usability testing on repository database/website	9806	55455	2019-02-14	2019-02-14	1	49835.0	49835.0
10854	Mobility for All: Yoga Session 10/6/2018	10213	62401	2018-10-06	2018-10-06	5	1200.0	240.0
10987	Mobility for All: Yoga Session 12/15/2018	10213	62401	2018-12-15	2018-12-15	5	1200.0	240.0
11266	Mobility for All: Yoga Session 2/9/2019	10213	62401	2019-02-09	2019-02-09	5	1200.0	240.0
11298	Mobility for All: Yoga Session 01/26/2019	10213	62401	2019-01-26	2019-01-26	5	1200.0	240.0
12056	Mobility for All: Yoga Session 11/3/2018	10213	62401	2018-11-03	2018-11-03	5	1200.0	240.0
10960	Healthy Choices, Healthy Life 	9912	60475	2018-11-21	2018-11-21	5	1962.0	392.4
10977	Reducing Stress through Meditation 	9912	60475	2018-11-14	2018-11-14	5	1962.0	392.4
11246	Self-Care is an Act of Self Service: How & Why You Should Take Care of Yourself, Too! 	9912	60475	2018-11-07	2018-11-07	5	1962.0	392.4
11492	Self Defense 101 Class	9912	60475	2018-10-24	2018-10-24	5	1962.0	392.4
11801	My Journey: Losing Weight and Feeling Great, One Step at a Time 	9912	60475	2018-10-31	2018-10-31	5	1962.0	392.4
10966	Research Data Management Community of Practice Discussion Session: Data Management Plans and Requirements #2 	10245	55455	2018-10-25	2018-10-25	8	18869.0	2358.625
11570	Research Data Management Community of Practice Protecting Data 	10245	55812	2018-12-13	2018-12-13	8	18869.0	2358.625
14435	Community of Practice discussion session April 25, 2019: marketing data services	10245	55455	2019-04-25	2019-04-25	8	18869.0	2358.625
14480	Research Data Management Community of Practice discussion session	10245	55455	2018-09-21	2018-09-21	8	18869.0	2358.625
14563	Data Management Workshop at the University of Minnesota Duluth 07 Jan 2019	10245	55812	2019-01-07	2019-01-07	8	18869.0	2358.625
14892	Community of Practice Discussion on Data Visualization 04 April 2019	10245	55455	2019-04-04	2019-04-04	8	18869.0	2358.625
14894	Community of Practice Discussion on Data Literacy 28 Februrary 2019	10245	55455	2019-07-02	2019-07-02	8	18869.0	2358.625
14898	Community of Practice Discussion on Data Reference Interviews 28 January 2019	10245	55455	2019-01-28	2019-01-28	8	18869.0	2358.625
10989	Adaptive Training	10219	27712	2019-02-15	2019-02-15	77	64560.0	838.4415584415584
10991	Soul Line Dancing	10219	27712	2019-02-05	2019-02-05	77	64560.0	838.4415584415584
10993	Soul Line Dancing	10219	27712	2019-02-19	2019-02-19	77	64560.0	838.4415584415584
10996	Soul Line Dancing	10219	27712	2019-02-12	2019-02-12	77	64560.0	838.4415584415584
10998	Soul Line Dancing	10219	27712	2019-02-05	2019-02-05	77	64560.0	838.4415584415584
11000	Adaptive Training	10219	27712	2019-02-15	2019-02-15	77	64560.0	838.4415584415584
11005	Yoga for Wellness	10219	27712	2019-02-22	2019-02-22	77	64560.0	838.4415584415584
11007	Yoga for Wellness	10219	27712	2019-02-15	2019-02-15	77	64560.0	838.4415584415584
11009	Yoga for Wellness	10219	27712	2019-02-08	2019-02-08	77	64560.0	838.4415584415584
11011	Yoga for Wellness	10219	27712	2019-02-01	2019-02-01	77	64560.0	838.4415584415584
11016	Family Yoga	10219	27707	2019-02-04	2019-02-04	77	64560.0	838.4415584415584
11020	Soul Line Dancing	10219	27712	2019-02-26	2019-02-26	77	64560.0	838.4415584415584
11022	Family Yoga	10219	27707	2019-02-11	2019-02-11	77	64560.0	838.4415584415584
11024	Family Yoga	10219	27707	2019-02-18	2019-02-18	77	64560.0	838.4415584415584
11026	Family Yoga	10219	27707	2019-02-25	2019-02-25	77	64560.0	838.4415584415584
11033	Down South Shuffle	10219	27707	2019-02-04	2019-02-04	77	64560.0	838.4415584415584
11035	Down South Shuffle	10219	27707	2019-02-11	2019-02-11	77	64560.0	838.4415584415584
11037	Down South Shuffle	10219	27707	2019-02-25	2019-02-25	77	64560.0	838.4415584415584
11040	Family Yoga	10219	27707	2019-02-04	2019-02-04	77	64560.0	838.4415584415584
11044	Down South Shuffle	10219	27707	2019-02-18	2019-02-18	77	64560.0	838.4415584415584
11048	Adaptive Training	10219	27712	2019-02-22	2019-02-22	77	64560.0	838.4415584415584
11054	Heartfulness Meditation	10219	27707	2019-02-11	2019-02-11	77	64560.0	838.4415584415584
11056	Heartfulness Meditation	10219	27707	2019-02-25	2019-02-25	77	64560.0	838.4415584415584
11072	NAMI National Alliance on Mental Illness	10219	27707	2019-02-05	2019-02-05	77	64560.0	838.4415584415584
11074	Zentangle Practice	10219	27707	2019-02-10	2019-02-10	77	64560.0	838.4415584415584
11076	Zentangle Practice	10219	27707	2019-02-24	2019-02-24	77	64560.0	838.4415584415584
11080	Overcoming Overeating through Mindfulness and Emotional Freedom Technique	10219	27713	2019-02-23	2019-02-23	77	64560.0	838.4415584415584
11082	Overcoming Overeating through Mindfulness and Emotional Freedom Technique	10219	27713	2019-02-16	2019-02-16	77	64560.0	838.4415584415584
11084	Overcoming Overeating through Mindfulness and Emotional Freedom Technique	10219	27713	2019-02-02	2019-02-02	77	64560.0	838.4415584415584
11086	Overcoming Overeating through Mindfulness and Emotional Freedom Technique	10219	27713	2019-02-09	2019-02-09	77	64560.0	838.4415584415584
11954	Family Yoga	10219	27707	2019-03-04	2019-03-04	77	64560.0	838.4415584415584
11957	Family Yoga	10219	27707	2019-03-11	2019-03-11	77	64560.0	838.4415584415584
11960	Family Yoga	10219	27707	2019-03-18	2019-03-18	77	64560.0	838.4415584415584
11963	Family Yoga	10219	27707	2019-03-24	2019-03-24	77	64560.0	838.4415584415584
11966	Family Yoga	10219	27707	2019-03-25	2019-03-25	77	64560.0	838.4415584415584
11969	Family Yoga	10219	27707	2019-03-30	2019-03-30	77	64560.0	838.4415584415584
11981	Family Yoga	10219	27707	2019-04-08	2019-04-08	77	64560.0	838.4415584415584
11984	Family Yoga	10219	27707	2019-04-15	2019-04-15	77	64560.0	838.4415584415584
11987	Family Yoga	10219	27707	2019-04-22	2019-04-22	77	64560.0	838.4415584415584
11992	Down South Shuffle	10219	27707	2019-03-04	2019-03-04	77	64560.0	838.4415584415584
11995	Down South Shuffle	10219	27707	2019-03-11	2019-03-11	77	64560.0	838.4415584415584
11999	Down South Shuffle	10219	27707	2019-03-25	2019-03-25	77	64560.0	838.4415584415584
12002	Down South Shuffle	10219	27707	2019-04-01	2019-04-01	77	64560.0	838.4415584415584
12005	Down South Shuffle	10219	27707	2019-04-08	2019-04-08	77	64560.0	838.4415584415584
12008	Down South Shuffle	10219	27707	2019-04-15	2019-04-15	77	64560.0	838.4415584415584
12014	Down South Shuffle	10219	27707	2019-04-22	2019-04-22	77	64560.0	838.4415584415584
12017	Heartfulness Meditation	10219	27707	2019-03-11	2019-03-11	77	64560.0	838.4415584415584
12025	Heartfulness Meditation	10219	27707	2019-03-25	2019-03-25	77	64560.0	838.4415584415584
12028	Heartfulness Meditation	10219	27707	2019-04-08	2019-04-08	77	64560.0	838.4415584415584
12040	Zentangle Practice	10219	27707	2019-03-24	2019-03-24	77	64560.0	838.4415584415584
12043	NAMI National Institute on Mental Illness	10219	27707	2019-04-02	2019-04-02	77	64560.0	838.4415584415584
12053	Adaptive Training	10219	27712	2019-03-01	2019-03-01	77	64560.0	838.4415584415584
12058	Adaptive Training	10219	27712	2019-03-08	2019-03-08	77	64560.0	838.4415584415584
12067	Adaptive Training	10219	27712	2019-03-15	2019-03-15	77	64560.0	838.4415584415584
12072	Adaptive Training	10219	27712	2019-03-22	2019-03-22	77	64560.0	838.4415584415584
12075	Adaptive Training	10219	27712	2019-03-29	2019-03-29	77	64560.0	838.4415584415584
12078	Adaptive Training	10219	27712	2019-04-05	2019-04-05	77	64560.0	838.4415584415584
12082	Adaptive Training	10219	27712	2019-04-12	2019-04-12	77	64560.0	838.4415584415584
12085	Adaptive Training	10219	27712	2019-04-26	2019-04-26	77	64560.0	838.4415584415584
12088	Soul Line Dancing	10219	27712	2019-03-05	2019-03-05	77	64560.0	838.4415584415584
12091	Soul Line Dancing	10219	27712	2019-03-12	2019-03-12	77	64560.0	838.4415584415584
12094	Soul Line Dancing	10219	27712	2019-03-19	2019-03-19	77	64560.0	838.4415584415584
12099	Soul Line Dancing	10219	27712	2019-03-26	2019-03-26	77	64560.0	838.4415584415584
12107	Soul Line Dancing	10219	27712	2019-04-02	2019-04-02	77	64560.0	838.4415584415584
12118	Soul Line Dancing	10219	27712	2019-04-09	2019-04-09	77	64560.0	838.4415584415584
12126	Soul Line Dancing	10219	27712	2019-04-16	2019-04-16	77	64560.0	838.4415584415584
12131	Soul Line Dancing	10219	27712	2019-04-23	2019-04-23	77	64560.0	838.4415584415584
12180	Yoga for Wellness	10219	27712	2019-03-01	2019-03-01	77	64560.0	838.4415584415584
12182	Yoga for Wellness	10219	27712	2019-04-16	2019-04-16	77	64560.0	838.4415584415584
12184	A Prescription for Exercise	10219	27707	2019-04-18	2019-04-18	77	64560.0	838.4415584415584
12186	Women's Wellness Awareness Day	10219	27707	2019-04-06	2019-04-06	77	64560.0	838.4415584415584
12188	Durham County Employee Wellness Booster	10219	27701	2019-04-25	2019-04-25	77	64560.0	838.4415584415584
12191	All of Us Journey 	10219	27707	2019-03-17	2019-03-17	77	64560.0	838.4415584415584
12193	Stopping Emotional Eating	10219	27703	2019-04-23	2019-04-23	77	64560.0	838.4415584415584
12197	It's All Connected	10219	27703	2019-04-09	2019-04-09	77	64560.0	838.4415584415584
12199	Your Core Your Life	10219	27713	2019-04-16	2019-04-16	77	64560.0	838.4415584415584
12201	Hands Only CPR	10219	27707	2019-04-25	2019-04-25	77	64560.0	838.4415584415584
11028	MCW Libraries: An Introduction to Consumer Health - Cancer Support Group 	9995	53095	2018-11-08	2018-11-08	3	9511.0	3170.3333333333335
11042	Researching Your Diagnosis Online: What You Need to Know 	9995	53226	2018-10-24	2018-10-24	3	9511.0	3170.3333333333335
11254	Teaching Health Literacy Skills to Underserved Youth 	9995	53226	2018-10-16	2018-10-16	3	9511.0	3170.3333333333335
11046	Orientation to library resources at Norton Sound Regional Hospital in Nome, Alaska	11030	99762	2019-01-09	2019-01-09	13	105952.0	8150.153846153846
11052	Orientation to library resources at Nome Public Health Center in Nome, Alaska	11030	99862	2019-01-08	2019-01-08	13	105952.0	8150.153846153846
11058	Orientation to library resources at Maniilaq Health Center in Kotzebue, Alaska	11030	99752	2019-01-07	2019-01-07	13	105952.0	8150.153846153846
11221	Orientation to library resources at Maniilaq Health Center in Kotzebue, Alaska	11030	99752	2019-01-07	2019-01-07	13	105952.0	8150.153846153846
11228	Orientation to consumer health resources at Kegoayah Kozga Library in Nome, Alaska	11030	99762	2019-01-08	2019-01-08	13	105952.0	8150.153846153846
11230	Orientation to library resources at Norton Sound Regional Hospital in Nome, Alaska	11030	99762	2019-01-09	2019-01-09	13	105952.0	8150.153846153846
11234	Orientation to library resources at Nome Public Health Center in Nome, Alaska	11030	99762	2019-01-08	2019-01-08	13	105952.0	8150.153846153846
11236	Orientation to consumer health resources at Juneau Public Library in Juneau, Alaska	11030	99801	2019-04-13	2019-04-13	13	105952.0	8150.153846153846
11272	Orientation to library resources at Denaâ€™ina Wellness Center in Kenai, Alaska	11030	99611	2019-04-03	2019-04-03	13	105952.0	8150.153846153846
11279	Orientation to library resources at Mt. Edgecumbe High School student clinic in Sitka, Alaska	11030	99835	2019-04-10	2019-04-10	13	105952.0	8150.153846153846
11281	Orientation to library resources at SEARHC/Mt. Edgecumbe Hospital in Sitka, Alaska	11030	99835	2019-04-09	2019-04-09	13	105952.0	8150.153846153846
29138	Pacific University Hillsboro Benefits and Wellness Fair	11030	97123	2020-03-11	2020-03-11	13	105952.0	8150.153846153846
33768	Library presentation at Fairbanks Memorial Hospital annual general staff meeting.	11030	99701	2021-03-09	2021-03-09	13	105952.0	8150.153846153846
11060	Communicate - Collaborate - Engage: an Interprofessional Education Discussion in the Health Sciences	10513	98195	2019-01-24	2019-01-24	1	11634.0	11634.0
11092	Start Here: All of Us Journey in Memphis 	10228	38111	2019-02-24	2019-02-24	8	57980.0	7247.5
11094	Start Here: All of Us Journey in Memphis 	10228	38103	2019-02-22	2019-02-22	8	57980.0	7247.5
11096	Start Here: All of Us Journey in Memphis 	10228	38125	2019-02-23	2019-02-23	8	57980.0	7247.5
11098	Crenshaw Library Health Fair 	10228	38126	2019-02-19	2019-02-19	8	57980.0	7247.5
11100	Whitehaven Library Health Fair 	10228	38116	2019-02-20	2019-02-20	8	57980.0	7247.5
11102	Randolph Library Health Fair 	10228	38122	2019-02-21	2019-02-21	8	57980.0	7247.5
11119	The Immortal Life of Henriette Lacks Panel Discussion	10228	38111	2019-02-26	2019-02-26	8	57980.0	7247.5
12654	Health Literacy Training at Memphis Public Libaries	10228	38111	2019-03-18	2019-03-18	8	57980.0	7247.5
11108	Consumer Health Information Training for Public Library Staff	10234	37219	2019-03-28	2019-03-28	28	80000.0	2857.1428571428573
11110	Digital Learn Online Health Information	10234	37208	2019-02-06	2019-02-06	28	80000.0	2857.1428571428573
11123	Health Tech Academy	10234	37210	2018-11-14	2018-11-14	28	80000.0	2857.1428571428573
11125	Chicago Style Steppin'	10234	37218	2018-11-01	2018-11-01	28	80000.0	2857.1428571428573
11127	Chicago Style Steppin'	10234	37218	2018-11-14	2018-11-14	28	80000.0	2857.1428571428573
11131	Where'd You Get Those Genes?: Mappin' Your Medical Family Tree Workshop	10234	37219	2018-10-24	2018-10-24	28	80000.0	2857.1428571428573
11141	Yoga	10234	37219	2018-12-01	2018-12-01	28	80000.0	2857.1428571428573
11143	Yoga	10234	37219	2018-11-01	2018-11-01	28	80000.0	2857.1428571428573
11149	Yoga	10234	37219	2018-10-01	2018-10-01	28	80000.0	2857.1428571428573
12249	Online Health Information	10234	37219	2019-04-11	2019-04-11	28	80000.0	2857.1428571428573
12657	Zumba	10234	37219	2019-03-01	2019-03-01	28	80000.0	2857.1428571428573
12660	Zumba	10234	37219	2019-01-02	2019-01-02	28	80000.0	2857.1428571428573
12663	Zumba	10234	37219	2019-02-01	2019-02-01	28	80000.0	2857.1428571428573
12666	Zumba	10234	37219	2019-04-01	2019-04-01	28	80000.0	2857.1428571428573
12669	Yoga	10234	37219	2019-03-01	2019-03-01	28	80000.0	2857.1428571428573
12672	Yoga	10234	37219	2019-01-02	2019-01-02	28	80000.0	2857.1428571428573
12680	National DNA Day	10234	37218	2019-04-25	2019-04-25	28	80000.0	2857.1428571428573
12692	Sound Healing	10234	37219	2019-04-02	2019-04-02	28	80000.0	2857.1428571428573
12767	Yoga	10234	37219	2019-04-01	2019-04-01	28	80000.0	2857.1428571428573
12814	Yoga	10234	37219	2019-02-01	2019-02-01	28	80000.0	2857.1428571428573
12820	Meditation	10234	37218	2019-01-02	2019-01-02	28	80000.0	2857.1428571428573
13193	Meditation	10234	37218	2019-03-01	2019-03-01	28	80000.0	2857.1428571428573
13197	Meditation	10234	37218	2019-02-01	2019-02-01	28	80000.0	2857.1428571428573
13201	Meditation	10234	37218	2019-04-01	2019-04-01	28	80000.0	2857.1428571428573
13204	Kids Yoga	10234	37209	2019-03-01	2019-03-01	28	80000.0	2857.1428571428573
13207	Kids Yoga	10234	37209	2019-01-02	2019-01-02	28	80000.0	2857.1428571428573
13210	Kids Yoga	10234	37209	2019-02-01	2019-02-01	28	80000.0	2857.1428571428573
13213	Kids Yoga	10234	37072	2019-05-24	2019-05-24	28	80000.0	2857.1428571428573
11155	Guest Speaker at the University of Central Florida 	10075	32816	2019-02-12	2019-02-12	28	10000.0	357.14285714285717
11174	Collaboration with Arnold Palmer Children's Hospital Burn Center	10075	32806	2019-04-01	2019-04-01	28	10000.0	357.14285714285717
11176	RN Residency Program	10075	32806	2019-03-26	2019-03-26	28	10000.0	357.14285714285717
11178	Chaplain Caregiver Support 	10075	32806	2019-03-26	2019-03-26	28	10000.0	357.14285714285717
11180	Compassion Fatigue Webinar	10075	32806	2019-03-19	2019-03-19	28	10000.0	357.14285714285717
11182	Orlando Health - OBGYN Practice Visit	10075	32819	2019-03-15	2019-03-15	28	10000.0	357.14285714285717
11184	CME Pediatrics in Primary Care Conference	10075	32830	2019-03-15	2019-03-15	28	10000.0	357.14285714285717
11198	Pediatric Emergency Department / Trauma Center Presentation	10075	32806	2019-03-14	2019-03-14	28	10000.0	357.14285714285717
11201	Health Literacy Interview 	10075	32806	2019-03-14	2019-03-14	28	10000.0	357.14285714285717
11205	Congestive Heart Failure Work Group Meeting	10075	32806	2019-03-06	2019-03-06	28	10000.0	357.14285714285717
11223	Summerport OBGYN Practice Visit	10075	34786	2019-03-04	2019-03-04	28	10000.0	357.14285714285717
11232	Cancer Center Satellite Visits	10075	32806	2019-03-01	2019-03-01	28	10000.0	357.14285714285717
11238	Community Health and Wellness Fair	10075	32804	2019-02-28	2019-02-28	28	10000.0	357.14285714285717
11240	Cancer Prevention Presentation	10075	32820	2019-02-01	2019-02-01	28	10000.0	357.14285714285717
